ProductID,ProductName,ProductVersion,Count
16833276, DUP Application,"2, 0, 4, 32",13
16794306, dvnp Application,"1, 0, 0, 115",2
17149532, DWFInfo Application,"1, 0, 0, 1001",1
16985853, EDMWrapp Application,12.0.123.0,1
17176420, FileServer,9.2.1.3089,1
16878227, FileServer,9.0.0.2497,9
17008260, FileServer,9.1.1.2799,5
17081048, FileServer,9.1.3.2918,9
17172924, FileServer,9.2.0.3062,8
16853807, FileServer,8.9.1.2322,1
16800893, FileServer,"1, 5, 2, 1765",2
17047939, FileServer,9.1.2.2904,1
16865158, filezilla,"3, 2, 6, 1",1
17241389, filezilla,"3, 2, 7, 1",1
16808278, filezilla,"3, 3, 3, 0",61
16809781, filezilla,"3, 5, 0, 0",56
16789710, filezilla,"3, 0, 7, 1",9
17064278, filezilla,"3, 0, 11, 1",1
16862113, filezilla,"3, 1, 1, 1",1
16847702, filezilla,"3, 3, 2, 1",1
17241511, filezilla,"3, 1, 3, 1",1
16854381, filezilla,"3, 2, 5, 0",2
16808094, filezilla,"3, 3, 4, 1",3
16796734, filezilla,"3, 3, 5, 1",1
16976105, FinchTV, 1.4.0,1
16826896, Firmware Application,"1, 0, 0, 0",6
16807434, FlowMaster,8.11.1.3,1
17236893, FpLogonS Application,"1, 0, 4, 5",1
16853677, FrameWiz Application,"1, 0, 0, 0",5
16799587, FRESA, 2.5.5,1
17067090, fsATProxy Application,"11, 0, 1007, 1",1
16880775, fsATProxy Application,"12, 0, 9002, 1",1
16880779, fsExplor Application,"12, 0, 9002, 1",1
17067094, fsExplor Application,"11, 0, 1007, 1",1
17236788, getinfo Application,"4,0,123,0",1
16856467, GomWiz,"1, 0, 0, 1",1
16787153, groovy,1.5,3
17153282, HP SAN Windows inventory tool,1.6.1.1,1
16781061, hppreg Application,"1, 0, 0, 8",8
16782662, hppreg Application,"2, 0, 0, 11",127
16783140, hppreg Application,"1, 0, 0, 5",10
17249849, hpqlbVer Application,"6, 40, 8, 2",1
17044373, hpqlbVer Application,"6, 10, 1, 2",1
16960321, HPQPrntW,1.1.0.121,1
16869089, HPQPrntW,1.2.0.24,3
16789850, HPQPrntW,120.000.000.173,2
16797846, HPQPrntW,4.5.0.133,1
16784053, HPQPrntW,7.0.0.229,4
16784391, HPQPrntW,14.0.0.18,56
16781051, HPQPrntW,2.0.0.133,6
17226341, HPQPrntW,4.0.0.204,1
16783130, HPQPrntW,090.000.091.086,6
16798048, HPQPrntW,100.000.000.573,3
16779732, HPQPrntW,13.0.0.131,149
16803197, HpqRun Application,"2, 0, 12, 1",29
16790803, hpqRun Application,2.0.6.1,20
16834943, HpqRun Application,"2, 0, 8, 1",2
16795026, HpqRun Application,"2, 0, 10, 1",2
17144372, HPUtilSL Application,1.00.00,2
16798067, hpwuSchd Application,"100, 0, 1, 0",1
16781069, hpwuSchd Application,"80, 1, 0, 0",89
16779752, hpwuSchd Application,"80, 1, 1, 0",695
16921129, ibmprc Application,"1, 0, 0, 1",1
16861492, ICCUpdater,"1, 0, 0, 5",7
16779447, ImageEqualizer Application,13.0.0,11
17146627, ImageEqualizer Application,9.3.0,1
16874574, ImageEqualizer Application,14.0.1,2
16805742, ImageEqualizer Application,11.0.0,2
16952982, ImageEqualizer Application,15.0.0,25
17182864, ImageEqualizer Application,16.0.0,7
16798200, ImageEqualizer Application,14.0.0,21
16889582, installm Application,"2,2,34,014",1
17059630, installm Application,"2,2,27,002",1
16782841, InstHelp,"1, 0, 0, 1",235
17029859, IntelliSpace PACS MediaViewer,4.4.516.21,6
16964187, Interactive Groundwater,3.05.0008,1
16801681, IoctlSvc Application,"1, 6, 0, 0",1
17043922, IoctlSvc Application,"1, 4, 0, 0",2
16780901, IoctlSvc Application,"1, 5, 0, 0",1
17213175, IronKey Control Panel,"1, 1, 0, 0",1
17213176, IronKey Control Panel,0.0.0.0,1
16994711, isee Runtime,"10,0,6,0",1
16841871, isee Runtime,"9, 0,206, 0",3
16841873, isee Runtime,"9,0,2,370",3
17185882, isee Runtime,"10,0,0,364",1
16787486, isee Runtime,"10,0,3,560",3
17151396, isee Runtime,"10,1,2,1044",2
16864464, Isis® Application,"7,6,105,0",1
17240169, Isis® Application,"7,6,357,0",1
16812587, iSiteMediaViewer Executable,4.1.134.0,1
16793532, IsSMBIOS Application,5.83,2
17236838, IsSMBIOS Application,"2, 0, 0, 0",1
16952205, ITS Secure Test Delivery Browser,"5, 2, 0, 0",2
17017813, ITS Secure Test Delivery Browser,"1, 5, 0, 0",1
16826049, JobTrack,"5121, 100, 0, 0",4
16800391, JobTrack,"5185, 4100, 0, 0",8
16802021, JobTrack,"5185, 4200, 0, 0",34
16786016, JobTrack,"5303, 1600, 0, 0",281
16885083, JobTrack,"5351, 800, 0, 0",1641
17219282, JobTrack,"5366, 1400, 0, 0",1
17214738, JobTrack,"5377, 1000, 0, 0",1
16897573, JobTrack,"5377, 500, 0, 0",531
16784648, JobTrack,"1, 0, 0, 1",356
16798800, JobTrack,"5107, 300, 0, 0",698
16860997, JobTrack,"5113, 2700, 0, 0",7
16797089, JobTrack,"5131, 700, 0, 0",92
16792382, JobTrack,"5133, 300, 0, 0",158
16806314, JobTrack,"5152, 402, 0, 0",300
16824094, JobTrack,"5162, 800, 0, 0",2
16800860, JobTrack,"5216, 1900, 0, 0",219
16812308, JobTrack,"5221, 500, 0, 0",37
17104689, JobTrack,"5347, 900, 0, 0",22
16823046, JobTrack,"5087, 1000, 0, 0",70
16800672, JobTrack,"5113, 1200, 0, 0",231
16925684, JobTrack,"5216, 1500, 0, 0",3
17016867, JobTrack,"5433, 600, 0, 0",229
17226624, JobTrack,"5520, 600, 0, 0",20
16820682, JobTrack,"5113, 700, 0, 0",87
16805940, JobTrack,"5131, 500, 0, 0",98
17242725, JobTrack,"5185, 1900, 0, 0",2
17192193, JobTrack,"5196, 1000, 0, 0",1
16807967, JobTrack,"5203, 800, 0, 0",498
16988301, JobTrack,"5210, 1500, 0, 0",16
16823778, JobTrack,"5230, 600, 0, 0",1
17249127, JobTrack,"5243, 1100, 0, 0",1
16824360, JobTrack,"5273, 2301, 0, 0",14
17124494, JobTrack,"5283, 300, 0, 0",5
16926725, JobTrack,"5283, 303, 0, 0",1
16841056, JobTrack,"5295, 1500, 0, 0",6
16840973, JobTrack,"5295, 1700, 0, 0",30
16901899, JobTrack,"5351, 500, 0, 0",41
17055540, JobTrack,"5404, 200, 0, 0",164
16841641, JobTrack,"5152, 1100, 0, 0",7
16833242, JobTrack,"5167, 1200, 0, 0",128
16806316, JobTrack,"5185, 1500, 0, 0",2
16783724, JobTrack,"5196, 1100, 0, 0",636
16789826, JobTrack,"5230, 500, 0, 0",29
16798933, JobTrack,"5246, 700, 0, 0",84
16810914, JobTrack,"5273, 2100, 0, 0",4
16812577, JobTrack,"5273, 2302, 0, 0",115
16897575, JobTrack,"5303, 2400, 0, 0",494
16894264, JobTrack,"5377, 600, 0, 0",285
17006221, JobTrack,"5377, 800, 0, 0",6
16801329, JobTrack,"5099, 1100, 0, 0",62
17062752, JobTrack,"5125, 1100, 0, 0",1
16836157, JobTrack,"5145, 1200, 0, 0",247
16837147, JobTrack,"5173, 1100, 0, 0",58
16954234, JobTrack,"5404, 800, 0, 0",300
17111983, JobTrack,"5433, 1600, 0, 0",607
17087723, JobTrack,"5469, 900, 0, 0",465
16787489, JobTrack,"5099, 300, 0, 0",453
16798798, JobTrack,"5196, 700, 0, 0",94
16808003, JobTrack,"5295, 1800, 0, 0",425
17156400, JobTrack,"5496, 700, 0, 0",630
16836623, JobTrack,"5089, 1000, 0, 0",3
16837520, JobTrack,"5113, 1000, 0, 0",3
16782718, JobTrack,"5125, 600, 0, 0",5
16792384, JobTrack,"5152, 700, 0, 0",106
16805964, JobTrack,"5196, 1200, 0, 0",399
16806312, JobTrack,"5216, 1200, 0, 0",6
16835064, JobTrack,"5295, 1300, 0, 0",427
16827950, JobTrack,"5347, 600, 0, 0",200
16980851, KillDisk,5.2.3,1
17179721, killKSS,1.1.0.1,1
16972292, KillPS Application,"1, 0, 0, 3",2
16864470, KLN5000™ Application,"7,6,105,0",1
17240175, KLN5000™ Application,"7,6,357,0",1
16807460, Launch Notebook,11.2.637.0,1
16838514, Launch Notebook,11.3.857.0,1
16826618, Launch Notebook,11.4.564.0,5
17071050, Lenovo Fingerprint Manager Pro,8,1
17096432, Lenovo Fingerprint Manager Pro,7,1
16785943, LibertyNET Application Screen Enabler,"3, 1, 2, 0",6
17246826, LimeWire,"1, 0, 0, 3",1
16779887, LogTransport Application,2.1.1.1053,328
16778491, LogTransport Application,2.1.2.1640,747
16778902, LogTransport Application,"2, 0, 1, 11",384
16778901, LogTransport Application,"2, 0, 0, 8, 0806",159
16787944, LogTransport Application,"2, 0, 1, 8",29
16780102, LogTransport Application,2.1.2.1263,84
16781808, LogTransport Application,"2, 0, 0, 327",19
16778454, LogTransport Application,"2, 0, 0, 327c",96
16781823, LogTransport Application,"2, 0, 0, 716",68
16784447, LogTransport Application,"2, 0, 0, 716b",3
16807750, LogTransport Application,2.1.2.1288,6
16778781, LogTransport Application,2.1.2.1652,10733
16889261, LogTransport Application,7.2.1.3399,14
16778713, LogTransport Application,2.1.2.1785,17
16778757, LogTransport Application,2.1.2.1756,144
16989088, LogTransport Application,7.1.1.3394,409
17018786, LogTransport Application,7.1.1.3395,4
17040938, LogTransport Application,7.1.1.3398,6
17088312, LogTransport Application,7.1.1.3400,238
17160426, LogTransport Application,7.1.1.3402,120
16929975, LogTransport Application,7.2.1.3467,17
16808339, LogTransport Application,2.1.2.1664,10
17245879, LogTransport Application,2.1.2.1681,1
17236931, LogTransport Application,7.1.1.3403,303
16798575, LogTransport Application,2.1.2.1736,13
16934099, LogTransport Application,7.2.1.3528,3
16986812, LogTransport Application,7.2.1.3575,9958
17019675, LogTransport Application,7.2.1.3614,112
16993634, LogTransport Application,7.2.1.3593,50
17153661, LogTransport Application,7.3.1.128.44549,68
17137107, LogTransport Application,7.3.1.100.44330,68
17009781, LogTransport Application,7.2.1.3600,304
17145068, LogTransport Application,7.3.1.136.44704,10525
17051228, LogTransport Application,7.3.1.61,193
17071985, LogTransport Application,7.3.1.70,134
17153657, LogTransport Application,7.4.1.12.44773,5
17210957, LogTransport Application,7.4.1.55.45236,10
17210157, LogTransport Application,7.4.1.60.45263,78
17068428, LogTransport Application,7.3.1.21,6
17071998, LogTransport Application,7.3.1.72,99
17210962, LogTransport Application,7.4.1.11.44704,9
16951476, LVMGreeting Application,9.0.300.941,2
16836000, LVMGreeting Application,10.0.79.0,1
16988278, LVMGreeting Application,10.0.67.0,2
16972271, LVMGreeting Application,9.0.200.860,1
16965466, LVMGreeting Application,9.0.5.0,3
16943977, LVMGreeting Application,9.0.400.965,1
17003868, LVMGreeting Application,9.0.600.979,1
16780691, LVMGreeting Application,8.0.8.0,3
16799114, MagicPvt Application,"1, 0, 0, 0",1
17051646, MbrFix Application,"1, 3, 0, 0",1
17215005, MbrFix Application,"1, 2, 0, 7",1
16780966, MMACEPre Application,"1, 0, 0, 2",12
17064270, Move Application,06.06.00.066,1
17249390, Move Application,06.09.00.129,1
16790419, Move Application,06.09.00.196,2
16806453, Move Application,06.09.00.210,1
16822125, Move Application,07.00.00.121,3
16801957, msiwrap Application,"4, 1, 0, 2",1
17077951, mtstrmctl utility,8.0100.0014.1016,1
17135040, mtstrmctl utility,9.0200.0015.1218,1
17135041, mtstrmd daemon,9.0200.0015.1218,1
17077952, mtstrmd daemon,8.0100.0014.1016,1
17227020, Network Password Recovery,1.34,1
17247798, NTIBackup Application,0,1
17247794, NtiMail Application,0,1
17159500, Omnilog,1.75.1328,1
17032212, Omnilog,7.2.111,5
16807791, orionmain,9.5.20100.18049,2
17236790, overinst Application,"4,0,123,0",1
16781714, PaperPort Image Printer,11.2,225
16780845, PaperPort Image Printer,11,9
17236833, PCTCFFix Application,"1, 0, 8, 0",1
17248314, PCTCFFix Application,"1, 0, 10, 0",1
16780156, PDVDLaunchPolicy Application,9.00.2816,57
17188534, PDVDLaunchPolicy Application,10.00.1815,1
17247760, PDVDLaunchPolicy Application,9.00.2401,1
16779115, PDVDLaunchPolicy Application,9.00.3003,192
16779174, PKZIP Server,8.10.0037,75
17212979, PLabel for Windows,1.2004.768,1
16796372, PLabel for Windows,1.2004.730,1
17127543, PowerDVD 10.0,10.00.3314,1
17249322, PowerDVD 10.0,10.00.4423,1
16897513, PowerDVD 10.0,10.00.4227,2
16778954, PowerDVD 9.0,9.00.3917,68
16791350, Preload Application,"1, 0, 0, 7",2
16800353, Preload Application,"1, 0, 0, 9",6
16796618, Preload Application,"1, 0, 0, 5",7
16793011, Preload Application,"1, 0, 0, 1",2
16805938, Preload Application,"1, 0, 0, 6",4
16780967, Preview Application,"1, 0, 0, 4",12
16780968, Preview Application,"1, 0, 0, 5",12
17246045, ProduKey,1.88,1
16861121, QTW Application,"1, 0, 0, 1",1
17233845, Recorder Checker Application,1.0.0.13,1
16819363, RegPRS Application,1.0.0.0,2
17236746, reloadsched Application,"4,0,112,0",1
16780908, Remover Tool,1.0.6604.1,95
16813182, Retrospect Express HD,"2, 0, 0, 0",2
17042482, Roxio MyDVD,6.2.0.0,1
17236795, rrcmd Application,"4,0,123,0",1
17236797, rrsync Application,"4,0,123,0",1
16800502, RTInstaller Application,"1, 0, 0, 20",9
16960501, RTInstaller Application,"1, 0, 0, 16",1
16807558, RTInstaller Application,"1, 0, 0, 17",2
16863353, RTInstaller Application,1.0.0.24,2
16986797, RTInstaller Application,1.0.0.25,5
16863369, RTInstaller Application,1.0.0.21,2
16861884, RTInstaller Application,1.0.0.27,3
17226357, RTInstaller Application,1.0.0.29,1
16782381, RTInstaller Application,"1, 0, 0, 19",3
17205570, RTLDHCP ????,"1, 0, 0, 12",2
17134735, RunAsCurrentUser App,"2, 0, 3, 1",1
16808739, rundll64,1.0.0.0,9
17132094, SabaMeeting,"8,4,2,030",1
17000848, SabaMeeting,"8,3,3,008",1
16865475, SAFE Setup,6.17,1
17235742, ScreenSeize,1.0.0.0,1
17236233, Scrubber Application,"1, 0, 0, 1",1
16867061, SCTray,"1, 0, 0, 1",2
17161979, SetBOD Application,"1, 0, 0, 2",1
16781062, SetBOD Application,"2, 0, 0, 0",8
16813477, setup Application,"1, 0, 0, 1",4
16838222, Setup Application,"10, 0, 0, 137",2
17237263, setupnet Application,"2, 3, 0, 0",1
16793649, SetVistaDrv Application,"1, 0, 0, 18",2
16807790, sharedme Application,9.5.20100.18049,2
17203770, Sonic MyDVD,6.1.2.0,1
17198712, Sonos Desktop Controller,"6, 0, 0, 34230",1
17112030, Sprint SmartView,1.20.0013.0,3
16781706, Sprint SmartView,2.61.0038.0,4
17112037, Sprint SmartView,2.22.0072.0,3
16801873, Sprint SmartView,2.28.0088.0,2
17044039, Sprint SmartView,2.40.0040.0,1
17103229, Sprint SmartView,1.20.0016.0,1
16787485, STELLA,"10,0,3,560",3
16841872, STELLA,"9,0,2,370",3
17185881, STELLA,"10,0,0,364",1
17151395, STELLA,"10,1,2,1044",2
16994710, STELLA,"10,0,6,0",1
16841870, STELLA,"9, 0,206, 0",3
17066325, Symantec Backup Exec™ for Windows Servers,14.2.1180.1673,1
17152102, Symantec Backup Exec™ for Windows Servers,14.2.1180.2621,7
17227113, Symantec Backup Exec™ for Windows Servers,14.1.1786.1119,3
17182742, Symantec Backup Exec™ for Windows Servers,14.2.1180.3142,14
16843186, Symantec Backup Exec™ for Windows Servers,13.0.5204.1270,13
16853826, Symantec Backup Exec™ for Windows Servers,14.0.1798.1364,7
16957656, Symantec Backup Exec™ for Windows Servers,14.1.1786.1093,8
16889273, Symantec Backup Exec™ for Windows Servers,14.1.1786,8
17106135, Symantec Backup Exec™ for Windows Servers,14.2.1180.1162,1
16839016, Symantec Backup Exec™ for Windows Servers,14.0.1798.1244,1
16794684, Symantec Backup Exec™ for Windows Servers,14.0.1798.1300,1
16806179, TCamInst,"1, 0, 0, 1",1
16807792, tm1admsrv,9.5.20100.18049,2
16807794, tm1s7,9.5.20100.18049,2
17207677, TomTom HOME,1.6.020,1
17199642, Transend CWIMPORT,"1, 0, 0, 1",1
16803553, TVB manager 32 bits,"1, 0, 0, 0",1
17018125, UltimateLaunch,"1, 2, 0, 0",1
16800031, Uminst,"2, 0, 0, 0",3
17231768, uninstaller,"1, 0, 0, 1",1
16781262, UpdateUtil Application,"1, 0, 3705, 0",13
16803680, Usbinst,"1, 0, 0, 1",15
16796309, VersionAssignment Application,"1, 0, 0, 1",42
16823897, VMonitor,"3015, 2000, 3001, 4",5
17081412, VSSServer,"1, 0, 0, 13",1
16854159, VVConsol Application,"1, 3, 1, 0",2
16854156, VVEngine,"1, 0, 0, 0",3
17027746, W32Installer Application,"1, 0, 0, 0",2
16914998, WatcherHelper Application,12.3.1305.0,3
17205992, WatcherHelper Application,12.3.1309.0,1
16853761, WatcherHelper Application,12.3.1301.1,7
17144579, WatcherHelper Application,12.3.1312.0,1
17154204, WatcherHelper Application,11.3.1206.1,1
16790452, Wave PKI Container Name Fix,3.9.194.0,15
17148096, WMA 9 Lossless to PCM Conversion Tool setup Application,5.50.4134.600,1
16854059, X! Tandem and P3 Cyclone,"2010, 12, 1, 1",1
16809404, XAUpdate Application,"1, 0, 0, 1",3
17162067, YouCamService Application,5.0.5412.0,1
17149969,##AX_PRODUCT_NAME##,3.10.1229,1
16863492,##HP_5000_SCANNER,1.01.,2
17038605,##HP_7710_PROD_NA,1.10.,1
16808786,#CALLBACK_BUTTON,13.1.3 (47096),3
16779441,#CALLBACK_BUTTON,14.1.1 (47752),31
17061583,#CALLBACK_BUTTON,14.2.3 (52786),1
16964084,#CALLBACK_BUTTON,14.3.2 (54772),4
16997051,#CALLBACK_BUTTON,15.1.1 (56444),97
17127143,#CALLBACK_BUTTON,14.1.3 (50253),1
16785400,#CALLBACK_BUTTON,13.1.1 (44123),3
16784868,#CALLBACK_BUTTON,13.1.2 (45055),56
16938303,#CALLBACK_BUTTON,14.3.1 (53697),36
17045063,#CALLBACK_BUTTON,14.3.3 (56658),4
16886953,#CALLBACK_BUTTON,14.2.1 (50949),2
16908857,#CALLBACK_BUTTON,14.2.2 (51805),12
16830559,$(^Name),1.16,4
16808553,${name},2.0.51,3
16968589,${name},2.5.8,4
16821446,${name},2.0.45,1
17123354,${name},2.1.32,1
17045076,${name},2.1.40,2
17193919,${name},2.3.7,1
16793769,${name},2.2.35,2
17097009,${name},2.3.2,2
16809286,${name},2.0.40,3
16800910,${name},2.3.4,10
16802081,${name},2.3.9,5
16847561,${name},2.1.41,1
17168858,${name},2.2.20,1
16858462,${name},2.2.24,1
16821202,${name},2.0.49,3
16787942,${name},2.2.27,11
17143126,${release.product.name},"7,0",7
17010029,(c) 2012 Abine Do Not Track Plus Add-on,2.2.0.705,1
16823989,(TM) is a registered trademark of Intuit Inc. for Windows,1 0,5
16984924,(TM) Killer PCI-E,8.8.8.8,1
17184049,(TM) StreamBoost,9.0.0.1,1
17241637,(?) ?? TCw,"1, 1, 6, 1",1
17196345,.NET Compact Framework,1,1
16784093,.NET Compact Framework,2,9
16797792,.NET Framework 3.5,3.5.21022.08,30
16778418,.NET Framework 3.5,3.5.30729.01,2020
16790868,.NET Framework 3.5 SP1,3.5.30729.01,13
17014376,.NET/Link,1.5.4071.34084,1
17014377,.NET/Link,1.5.4071.34086,1
17075799,.NET/Link,1.6.5764.34231,1
17246393,.NET/Link,1.5.4772.34339,1
17246394,.NET/Link,1.5.4772.34341,1
16780133,.Netframework,1,2
16789332,.RTPatch,4.1,7
17197826,.RTPatch,5.2,1
16850367,.RTPatch,4.11,2
16788620,.RTPatch,5.01,8
16974094,@Backup Integration Module,1.02,2
16801823,@RISK,3.00.0001,3
16801819,@RISK - Results,4.05.0003,3
16801818,@RISK for Excel,4.05.0003,3
16993743,@RISK for Excel,6.03.0001,1
16807065,@RISK for Excel,5.07,2
17159019,@RISK Industrial 5.7,5.7.0,1
16808081,[ClosedTalk],1.2.0,3
16781532,[ClosedTalk],1.4.1,27
16784681,[DriveCrypt],"2, 0, 25, 0",20
16781533,[DriveCrypt],"2, 2, 1, 0",8
16783284,[DriveCrypt],"2, 0, 22, 0",3
17134813,[DriveCrypt],"2, 3, 3, 0",1
17243616,\Maltego Community Edition,3,1
16957089,_ XnViewMediaDetector,"1, 8, 0, 0",1
16837094,_Setup,14.0.2005.0,9
16889276,_Setup,14.1.493.0,1
16931075,_Setup,14.1.496.0,15
17106138,_Setup,14.3.562.0,1
17062686,_Setup,14.4.609.0,2
17182745,_Setup,14.4.630.0,8
16792445,_Setup,13.0.258.0,27
16847809,_Setup,15.0.7.0,1
16807606,_Setup,13.0.234.0,3
16798789,_Setup,14.0.1902.0,14
16810256,_Setup,14.0.331.503,8
16799987,_Setup,13.0.172.0,1
16788563,_Setup,13.0.203.505,4
16839023,_Setup,14.0.2004.0,1
16797603,_Setup,13.0.173.0,13
16794568,_Setup,13.0.203.0,3
16957035,_Setup,14.1.497.0,11
16854531,_Setup,14.0.331.0,2
17152105,_Setup,14.4.621.0,8
17224329,_Setup,14.4.631.0,4
17122000,{cm:DR_AppName},2011.1,1
16949300,{cm:MyAppName},1.0.3.0,1
16854049,~UnitUpdater,1.0.0.0,4
16797147,<fill in installer name with buildInputs.h or -pn>,1.1.2 build-00000,9
17248750,µTorrent,3.3.2.30586,1
17056524,µTorrent,3.4.3.39944,1
16865494,µTorrent,2.2.0.23235,1
17180300,036_HD-Project,14.00.0000,1
17180305,070_HD-Project,14.00.0000,1
17180306,080_HD-Project,14.00.0000,1
16961668,1.0.0.1,1.0.0.1,4
17051661,1040 Dlx,0.0.0.0,2
16932598,"1100W (1Y45R) PSU, M1.01.0A, A01",M1.01.0A,1
16812551,"1100W (3MJJP) PSU, M1.01.08, A01",M1.01.08,1
16932593,"1100W (3MJJP) PSU, M1.01.09, A01",M1.01.09,1
16942316,"12G Backplane Expander FW, 1.03, A00-00",1.03,1
16936978,"12G Backplane Expander FW, 1.07, A00-00",1.07,3
